Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game
2024-10-22,0022400061,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,NYK,East,Atlantic,Yes,Yes
2024-10-22,0022400062,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,MIN,West,Northwest,No,Yes
2024-10-23,0022400067,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CLE,East,Central,No,Yes
2024-10-23,0022400072,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,GSW,West,Pacific,No,Yes
2024-10-23,0022400071,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,PHX,West,Pacific,Yes,Yes
2024-10-23,0022400070,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MEM,West,Southwest,No,Yes
2024-10-23,0022400066,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIL,East,Central,No,Yes
2024-10-23,0022400068,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,CHA,East,Southeast,No,No
2024-10-23,0022400065,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,ORL,East,Southeast,Yes,Yes
2024-10-23,0022400064,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,BKN,East,Atlantic,No,Yes
2024-10-23,0022400069,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,CHI,East,Central,No,No
2024-10-23,0022400063,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,IND,East,Central,Yes,Yes
2024-10-24,0022400073,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,BOS,East,Atlantic,No,Yes
2024-10-24,0022400074,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,SAS,West,Southwest,Yes,Yes
2024-10-24,0022400075,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,OKC,West,Northwest,Yes,Yes
2024-10-24,0022400076,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MIN,West,Northwest,No,Yes
2024-10-25,0022400086,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,NOP,West,Southwest,No,Yes
2024-10-25,0022400085,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,PHX,West,Pacific,Yes,Yes
2024-10-25,0022400084,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,GSW,West,Pacific,No,Yes
2024-10-25,0022400083,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,CHI,East,Central,Yes,Yes
2024-10-25,0022400080,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,DET,East,Central,Yes,Yes
2024-10-25,0022400081,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,IND,East,Central,No,Yes
2024-10-25,0022400079,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,CHA,East,Southeast,Yes,Yes
2024-10-25,0022400078,7:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,PHI,East,Atlantic,Yes,Yes
2024-10-25,0022400077,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,BKN,East,Atlantic,No,Yes
2024-10-25,0022400082,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MEM,West,Southwest,Yes,Yes
2024-10-26,0022400094,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,HOU,West,Southwest,Yes,Yes
2024-10-26,0022400095,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,DAL,West,Southwest,No,Yes
2024-10-26,0022400093,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,TOR,East,Atlantic,No,No
2024-10-26,0022400096,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,SAC,West,Pacific,Yes,Yes
2024-10-26,0022400091,8:00 pm ET,United Center,Chicago,CHI,East,Central,OKC,West,Northwest,No,No
2024-10-26,0022400090,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,CLE,East,Central,No,Yes
2024-10-26,0022400089,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,BOS,East,Atlantic,No,Yes
2024-10-26,0022400087,5:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,LAC,West,Pacific,No,Yes
2024-10-26,0022400088,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,MIA,East,Southeast,Yes,Yes
2024-10-26,0022400092,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,ORL,East,Southeast,No,No
2024-10-27,0022400097,3:30 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,PHI,East,Atlantic,No,Yes
2024-10-27,0022400098,6:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,MIL,East,Central,No,Yes
2024-10-27,0022400099,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,NOP,West,Southwest,No,Yes
2024-10-27,0022400100,7:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,ATL,East,Southeast,No,No
2024-10-27,0022400101,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,LAC,West,Pacific,Yes,Yes
2024-10-28,0022400112,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,POR,West,Northwest,No,Yes
2024-10-28,0022400111,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,LAL,West,Pacific,Yes,Yes
2024-10-28,0022400110,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,UTA,West,Northwest,No,Yes
2024-10-28,0022400109,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,HOU,West,Southwest,Yes,Yes
2024-10-28,0022400107,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,DEN,West,Northwest,No,No
2024-10-28,0022400106,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,CLE,East,Central,No,Yes
2024-10-28,0022400105,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,DET,East,Central,No,Yes
2024-10-28,0022400104,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,MIL,East,Central,No,Yes
2024-10-28,0022400103,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,WAS,East,Southeast,Yes,Yes
2024-10-28,0022400102,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,IND,East,Central,No,Yes
2024-10-28,0022400108,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,CHI,East,Central,No,No
2024-10-29,0022400113,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,DEN,West,Northwest,No,No
2024-10-29,0022400114,7:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,DAL,West,Southwest,No,Yes
2024-10-29,0022400115,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,SAC,West,Pacific,No,Yes
2024-10-29,0022400116,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,NOP,West,Southwest,No,Yes
2024-10-30,0022400125,9:30 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,SAS,West,Southwest,No,Yes
2024-10-30,0022400127,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,POR,West,Northwest,No,Yes
2024-10-30,0022400126,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,NOP,West,Southwest,No,Yes
2024-10-30,0022400124,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,BKN,East,Atlantic,No,No
2024-10-30,0022400122,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,NYK,East,Atlantic,No,Yes
2024-10-30,0022400117,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,TOR,East,Atlantic,No,Yes
2024-10-30,0022400121,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,ATL,East,Southeast,Yes,Yes
2024-10-30,0022400120,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,DET,East,Central,No,Yes
2024-10-30,0022400119,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,BOS,East,Atlantic,No,Yes
2024-10-30,0022400123,8:00 pm ET,United Center,Chicago,CHI,East,Central,ORL,East,Southeast,No,Yes
2024-10-30,0022400118,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,LAL,West,Pacific,No,No
2024-10-31,0022400128,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,MIL,East,Central,No,No
2024-10-31,0022400129,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,HOU,West,Southwest,Yes,Yes
2024-10-31,0022400130,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,SAS,West,Southwest,No,Yes
2024-10-31,0022400131,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,PHX,West,Pacific,Yes,Yes
2024-11-01,0022400140,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,OKC,West,Northwest,Yes,Yes
2024-11-01,0022400139,9:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,DEN,West,Northwest,Yes,Yes
2024-11-01,0022400138,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,IND,East,Central,No,No
2024-11-01,0022400134,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,NYK,East,Atlantic,No,Yes
2024-11-01,0022400136,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,CHI,East,Central,No,Yes
2024-11-01,0022400135,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,SAC,West,Pacific,No,No
2024-11-01,0022400133,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,ORL,East,Southeast,No,Yes
2024-11-01,0022400132,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,BOS,East,Atlantic,No,Yes
2024-11-01,0022400137,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,LAL,West,Pacific,No,No
2024-11-02,0022400148,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,UTA,West,Northwest,Yes,Yes
2024-11-02,0022400150,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,OKC,West,Northwest,No,Yes
2024-11-02,0022400146,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,MIN,West,Northwest,No,Yes
2024-11-02,0022400149,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,POR,West,Northwest,No,Yes
2024-11-02,0022400147,9:30 pm ET,Arena CDMX,Mexico City,WAS,East,Southeast,MIA,East,Southeast,Yes,Yes
2024-11-02,0022400144,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,GSW,West,Pacific,No,Yes
2024-11-02,0022400143,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,SAC,West,Pacific,No,No
2024-11-02,0022400142,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MEM,West,Southwest,No,No
2024-11-02,0022400141,6:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,BOS,East,Atlantic,No,Yes
2024-11-02,0022400145,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,CLE,East,Central,Yes,Yes
2024-11-03,0022400151,3:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,DET,East,Central,No,Yes
2024-11-03,0022400152,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,ATL,East,Southeast,No,No
2024-11-03,0022400153,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,ORL,East,Southeast,No,No
2024-11-04,0022400168,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,SAS,West,Southwest,No,Yes
2024-11-04,0022400167,10:15 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,PHI,East,Atlantic,No,No
2024-11-04,0022400166,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,TOR,East,Atlantic,No,No
2024-11-04,0022400165,9:45 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,IND,East,Central,No,No
2024-11-04,0022400164,9:30 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,POR,West,Northwest,No,Yes
2024-11-04,0022400163,9:15 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,ORL,East,Southeast,No,No
2024-11-04,0022400159,8:15 pm ET,Kaseya Center,Miami,MIA,East,Southeast,SAC,West,Pacific,No,No
2024-11-04,0022400161,8:45 pm ET,Toyota Center,Houston,HOU,West,Southwest,NYK,East,Atlantic,No,No
2024-11-04,0022400160,8:30 pm ET,United Center,Chicago,CHI,East,Central,UTA,West,Northwest,No,No
2024-11-04,0022400158,8:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,MEM,West,Southwest,No,No
2024-11-04,0022400157,7:45 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,BOS,East,Atlantic,No,Yes
2024-11-04,0022400156,7:30 pm ET,Little Caesars Arena,Detroit,DET,East,Central,LAL,West,Pacific,No,No
2024-11-04,0022400155,7:15 pm ET,Capital One Arena,Washington,WAS,East,Southeast,GSW,West,Pacific,No,No
2024-11-04,0022400154,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,MIL,East,Central,Yes,Yes
2024-11-04,0022400162,9:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,CHA,East,Southeast,No,No
2024-11-06,0022400178,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MIA,East,Southeast,No,No
2024-11-06,0022400177,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,OKC,West,Northwest,Yes,Yes
2024-11-06,0022400180,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,TOR,East,Atlantic,No,No
2024-11-06,0022400176,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,CHI,East,Central,No,No
2024-11-06,0022400179,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,PHI,East,Atlantic,No,No
2024-11-06,0022400174,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,LAL,West,Pacific,No,Yes
2024-11-06,0022400169,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,DET,East,Central,No,Yes
2024-11-06,0022400170,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,ORL,East,Southeast,No,Yes
2024-11-06,0022400175,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,CLE,East,Central,No,No
2024-11-06,0022400172,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,GSW,West,Pacific,No,No
2024-11-06,0022400173,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,SAS,West,Southwest,Yes,Yes
2024-11-06,0022400171,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,NYK,East,Atlantic,No,Yes
2024-11-07,0022400181,8:00 pm ET,United Center,Chicago,CHI,East,Central,MIN,West,Northwest,No,No
2024-11-07,0022400182,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,UTA,West,Northwest,No,No
2024-11-07,0022400183,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,POR,West,Northwest,No,Yes
2024-11-08,0022400196,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,LAC,West,Pacific,Yes,Yes
2024-11-08,0022400195,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,PHI,East,Atlantic,No,No
2024-11-08,0022400194,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MIA,East,Southeast,No,No
2024-11-08,0022400192,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,HOU,West,Southwest,No,Yes
2024-11-08,0022400191,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,WAS,East,Southeast,No,No
2024-11-08,0022400193,9:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,POR,West,Northwest,Yes,Yes
2024-11-08,0022400189,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,MIL,East,Central,No,Yes
2024-11-08,0022400188,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,GSW,West,Pacific,No,No
2024-11-08,0022400187,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,BKN,East,Atlantic,Yes,Yes
2024-11-08,0022400186,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,NOP,West,Southwest,No,No
2024-11-08,0022400185,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,ATL,East,Southeast,No,Yes
2024-11-08,0022400184,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,IND,East,Central,No,Yes
2024-11-08,0022400190,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,PHX,West,Pacific,No,Yes
2024-11-09,0022400197,5:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,UTA,West,Northwest,No,Yes
2024-11-09,0022400198,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,CHI,East,Central,No,Yes
2024-11-09,0022400199,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,BKN,East,Atlantic,No,Yes
2024-11-09,0022400200,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,TOR,East,Atlantic,No,No
2024-11-10,0022400209,8:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,SAC,West,Pacific,Yes,Yes
2024-11-10,0022400211,9:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,TOR,East,Atlantic,No,No
2024-11-10,0022400210,9:00 pm ET,Moda Center,Portland,POR,West,Northwest,MEM,West,Southwest,No,Yes
2024-11-10,0022400208,8:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,DAL,West,Southwest,No,Yes
2024-11-10,0022400204,6:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,WAS,East,Southeast,Yes,Yes
2024-11-10,0022400206,7:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,MIA,East,Southeast,No,No
2024-11-10,0022400205,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,CHA,East,Southeast,No,Yes
2024-11-10,0022400201,3:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,HOU,West,Southwest,No,No
2024-11-10,0022400203,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,NYK,East,Atlantic,No,Yes
2024-11-10,0022400202,3:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,BOS,East,Atlantic,No,Yes
2024-11-10,0022400207,7:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,GSW,West,Pacific,No,Yes
2024-11-11,0022400212,8:00 pm ET,United Center,Chicago,CHI,East,Central,CLE,East,Central,Yes,Yes
2024-11-11,0022400213,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,WAS,East,Southeast,No,No
2024-11-11,0022400214,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,BKN,East,Atlantic,No,No
2024-11-11,0022400215,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,LAC,West,Pacific,No,Yes
2024-11-11,0022400216,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,SAC,West,Pacific,No,Yes
2024-11-12,0022400008,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,MIN,West,Northwest,Yes,Yes
2024-11-12,0022400007,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DAL,West,Southwest,No,Yes
2024-11-12,0022400006,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,PHX,West,Pacific,No,Yes
2024-11-12,0022400002,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,MIA,East,Southeast,No,Yes
2024-11-12,0022400004,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,NYK,East,Atlantic,Yes,Yes
2024-11-12,0022400003,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,CHA,East,Southeast,Yes,Yes
2024-11-12,0022400001,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,ATL,East,Southeast,No,Yes
2024-11-12,0022400005,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,TOR,East,Atlantic,No,Yes
2024-11-13,0022400227,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,PHX,West,Pacific,Yes,Yes
2024-11-13,0022400225,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,MEM,West,Southwest,No,Yes
2024-11-13,0022400223,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,DET,East,Central,Yes,Yes
2024-11-13,0022400226,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,MIN,West,Northwest,Yes,Yes
2024-11-13,0022400221,7:30 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,NOP,West,Southwest,No,Yes
2024-11-13,0022400217,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,IND,East,Central,No,Yes
2024-11-13,0022400222,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,LAC,West,Pacific,No,Yes
2024-11-13,0022400218,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,BOS,East,Atlantic,Yes,Yes
2024-11-13,0022400224,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,WAS,East,Southeast,No,No
2024-11-13,0022400220,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,CLE,East,Central,No,Yes
2024-11-13,0022400219,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,CHI,East,Central,No,Yes
2024-11-14,0022400228,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,DAL,West,Southwest,No,Yes
2024-11-15,0022400011,7:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,DET,East,Central,No,Yes
2024-11-15,0022400009,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MIA,East,Southeast,No,Yes
2024-11-15,0022400010,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,PHI,East,Atlantic,No,Yes
2024-11-15,0022400018,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,PHX,West,Pacific,No,Yes
2024-11-15,0022400017,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,DEN,West,Northwest,No,Yes
2024-11-15,0022400020,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MIN,West,Northwest,No,Yes
2024-11-15,0022400015,7:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,LAL,West,Pacific,No,Yes
2024-11-15,0022400014,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,BKN,East,Atlantic,Yes,Yes
2024-11-15,0022400013,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,CHI,East,Central,Yes,Yes
2024-11-15,0022400012,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,WAS,East,Southeast,Yes,Yes
2024-11-15,0022400016,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,LAC,West,Pacific,No,Yes
2024-11-15,0022400019,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,MEM,West,Southwest,No,Yes
2024-11-16,0022400229,3:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,MIL,East,Central,No,Yes
2024-11-16,0022400230,8:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,TOR,East,Atlantic,Yes,Yes
2024-11-16,0022400231,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,LAL,West,Pacific,No,Yes
2024-11-16,0022400232,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,SAS,West,Southwest,Yes,Yes
2024-11-16,0022400233,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,UTA,West,Northwest,No,Yes
2024-11-17,0022400240,7:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,BKN,East,Atlantic,Yes,Yes
2024-11-17,0022400243,9:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,UTA,West,Northwest,No,Yes
2024-11-17,0022400241,7:00 pm ET,United Center,Chicago,CHI,East,Central,HOU,West,Southwest,No,No
2024-11-17,0022400242,7:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DAL,West,Southwest,No,Yes
2024-11-17,0022400237,6:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,DET,East,Central,No,Yes
2024-11-17,0022400238,6:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,DEN,West,Northwest,No,Yes
2024-11-17,0022400234,3:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,PHX,West,Pacific,No,Yes
2024-11-17,0022400239,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,ATL,East,Southeast,No,No
2024-11-17,0022400235,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MIA,East,Southeast,No,Yes
2024-11-17,0022400236,6:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,CHA,East,Southeast,No,Yes
2024-11-18,0022400244,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CHI,East,Central,Yes,Yes
2024-11-18,0022400245,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,PHI,East,Atlantic,No,Yes
2024-11-18,0022400246,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,WAS,East,Southeast,No,Yes
2024-11-18,0022400247,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,IND,East,Central,No,Yes
2024-11-18,0022400248,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,HOU,West,Southwest,No,No
2024-11-18,0022400249,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,ORL,East,Southeast,No,No
2024-11-18,0022400250,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,ATL,East,Southeast,No,No
2024-11-18,0022400251,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,GSW,West,Pacific,Yes,Yes
2024-11-19,0022400026,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,UTA,West,Northwest,No,Yes
2024-11-19,0022400025,9:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,OKC,West,Northwest,No,Yes
2024-11-19,0022400022,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,CHA,East,Southeast,No,Yes
2024-11-19,0022400021,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,CLE,East,Central,No,Yes
2024-11-19,0022400024,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,NOP,West,Southwest,Yes,Yes
2024-11-19,0022400023,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,DEN,West,Northwest,No,Yes
2024-11-20,0022400252,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,NOP,West,Southwest,No,No
2024-11-20,0022400253,7:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,CHI,East,Central,Yes,Yes
2024-11-20,0022400254,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,IND,East,Central,No,No
2024-11-20,0022400255,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,PHI,East,Atlantic,No,No
2024-11-20,0022400256,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,POR,West,Northwest,Yes,Yes
2024-11-20,0022400257,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,NYK,East,Atlantic,No,No
